0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,forehand,topspin,bad form
-4,-4,-4,-3.33,-0.5,0.5,0.55,0.12,-0.28,-0.56,4,4,-4,-1.36,-0.69,0.21,-0.34,-0.59,-0.35,-0.62,-4,-0.64,-1.98,-0.69,1.65,-0.31,-1,-0.52,-0.46,-0.58,318.18,509.28,-82.03,-157.65,-42.66,-13.12,76.48,5.55,-23.5,57.01,-429.75,-42.79,192.26,-164.86,-190.67,115.3,-30.4,-40.16,32.53,42.6,-1999.76,-1925.17,-477.66,174.62,305.6,189.15,112,157.71,290.22,397.83,0,1,0
-4,-4,-1.2,0.86,0.63,0.39,0.05,-0.49,-0.69,-1.02,-3.03,-4,-0.11,1.55,-0.52,-0.01,-0.04,-0.62,-0.03,0.34,-2.49,-1.17,0.78,0.7,-0.83,-0.79,-0.62,-1.1,-1.29,-0.6,262.21,106.26,193.18,-130.98,-20.69,-80.93,-26.73,-24.84,-33.39,-55.91,-23.25,104.13,-392.09,106.08,143.43,15.69,49.44,101.38,19.35,-6.59,-1148.93,4.7,476.93,241.52,28.32,156.86,155.76,248.17,431.52,515.81,0,1,0
-4,-4,-4,-4,-0.86,0.78,0.96,0.54,0.32,0.55,4,1.31,-3.24,-4,-0.24,0.49,0.78,0.25,-0.49,0.53,-4,-3.75,0.46,-1.09,-0.35,-0.34,-0.26,-0.09,-0.92,-1.16,920.29,234.25,133.67,338.44,195.86,-48.1,-82.76,-32.47,-44.07,-37.9,-279.11,-315.12,27.53,72.45,-246.7,81.42,9.09,6.35,131.77,21.48,-1999.57,-1798.95,-994.57,-70.25,403.56,227.36,177.25,51.39,102.97,233.76,0,1,0
-4,-4,-4,-4,-4,-0.86,1.13,0.69,0.21,-0.23,4,4,0.78,-4,-4,0.45,0.99,-0.29,-0.45,-0.84,-3.17,-4,0.14,0.11,-1.46,1.18,-0.03,-0.35,-0.62,-0.77,248.11,503.05,-105.41,79.9,129.21,14.28,-33.08,44.68,10.19,13.18,-75.44,-268.62,-339.6,108.15,-80.38,-245.97,96.98,11.23,75.01,118.9,-1114.32,-2000,-1882.87,-995.85,84.59,461.24,167.18,32.1,62.07,130.62,0,1,0
-4,-4,-4,-4,-4,-1.77,0.95,0.46,0.06,-0.07,3.91,4,4,-4,-4,-1.52,0.63,-0.35,-0.81,-0.37,-1.88,-4,-4,0.55,1.09,-0.3,0.01,-0.26,-0.53,-0.85,40.65,555.85,203.12,193.05,35.83,127.26,0.43,-10.99,92.77,102.11,-162.48,-332.58,-489.69,-321.41,8.48,-156.8,-23.01,90.52,23.74,35.64,-623.29,-1734.92,-2000,-1191.59,-187.01,204.41,333.01,125,163.02,252.08,0,1,0
-4,-4,-4,-4,-0.12,0.61,0.55,0.13,-0.15,-0.51,4,2.77,-4,-4,0.32,0.46,-0.02,0.01,-0.25,0.09,-4,-1.72,-1.26,-0.2,0.45,0.07,-1.1,-0.86,-0.52,-0.83,521,-15.87,448.67,-28.87,78.25,-102.17,-40.83,-5,-5.13,17.82,-145.08,-192.75,35.52,34.97,-175.84,150.94,129.76,14.47,51.51,78.86,-1929.93,-2000,-979.31,-7.2,378.6,176.03,123.6,156.62,261.11,350.65,0,1,0
-4,-4,-4,-4,-4,-1.21,0.89,1,0.25,-0.04,3.95,4,3.51,-3.43,-3.75,-0.41,0.67,0.29,-0.74,-0.51,-3.65,-4,-2.27,1.07,1.77,-0.63,-0.72,-0.57,-0.69,-0.65,309.2,472.72,-61.52,11.17,172,252.38,57.43,2.81,4.58,-13.49,-67.5,-382.81,-368.1,-192.99,-25.45,-62.87,12.27,36.13,37.48,33.14,-971.13,-1905.15,-1997.86,-758.91,-7.14,377.5,322.81,157.04,141.66,259.46,0,1,0
-4,-4,-4,-4,-4,-1.87,0.26,0.78,0.22,-0.07,2.86,4,4,-4,-4,-1.62,0.14,0.24,-0.34,-0.66,-0.5,-2.74,-4,3.4,1.26,-0.58,-0.74,-0.82,-0.67,-0.67,-50.78,195.62,26.55,-197.75,18.13,254.27,58.59,-45.17,-0.98,5.62,-69.76,-252.26,-391.17,-367.49,5.74,17.4,-26.92,64.27,28.56,46.45,-459.53,-1253.72,-2000,-1363.04,-362.3,178.34,265.14,139.89,103.15,193.12,0,1,0
-4,-4,-4,-3.1,-0.39,0.92,0.57,0.22,-0.23,-0.76,4,-1.46,-4,-2.45,0.33,0.46,-0.1,-0.34,-0.51,-0.34,-4,-0.33,-0.17,-0.94,0.72,-0.09,-0.68,-1,-0.86,-0.58,847.84,-321.59,155.58,211.06,111.27,-34.06,38.21,22.58,-42.3,15.5,-69.21,-47.18,-5.43,-73.85,-229.19,124.45,119.87,92.16,50.29,9.28,-2000,-1646.79,-502.08,229.19,364.5,218.2,142.88,195.62,263.24,392.76,0,1,0
-4,-4,-1.99,0.01,0.46,0.55,0.16,0.06,-0.36,-0.93,-3.91,-4,-0.9,0.35,0.14,0.2,-0.72,-0.17,-0.31,-0.16,-0.85,0.4,-2.58,0.05,0.27,-0.93,-0.84,-0.58,-0.23,-0.88,302.37,88.75,99.12,23.32,-175.17,-30.27,42.91,8.61,7.2,71.78,-11.17,177.31,-66.47,-255.37,73.85,124.82,-6.1,8.79,56.82,89.42,-1174.68,-312.38,339.66,354.74,213.01,142.7,179.44,261.05,305.3,445.68,0,1,0
-4,-4,-0.19,0.22,0.15,0.27,-0.09,-0.38,-0.77,-0.75,-4,-4,0.38,0.35,0.46,0.77,0.55,0.43,0.42,0.34,-1.4,-0.91,-1.62,-0.13,-0.45,-0.81,-0.78,-0.66,-0.61,-0.55,661.25,208.92,-33.75,30.03,-80.14,-139.22,-55.48,-48.77,-44.68,-109.13,-128.23,45.17,-1.77,-125.31,22.22,119.93,61.1,47.79,51.27,78.25,-593.93,-17.15,400.15,332.64,329.35,315.73,324.71,353.52,369.2,392.21,0,1,0
-4,-4,-4,-4,-4,-4,-0.68,-0.08,0.35,0.25,1.35,2.98,4,3.17,-4,-2.79,-0.35,-0.17,-0.22,-0.15,-1.94,-1.82,-4,-3.11,-1.71,-2.27,-1.72,0.39,0.04,-0.82,-24.41,-83.07,447.63,174.07,705.38,39.61,-26.61,-7.51,-127.08,-19.23,148.32,-50.48,-254.15,52.86,-50.11,178.41,-86.3,-189.27,24.41,68.48,-162.6,-699.95,-1915.1,-1999.82,-784.48,-95.64,310.12,201.35,125.55,133.18,0,1,0
-4,-4,-4,-4,-4,-1.74,-0.4,0.81,1.05,0.72,2.09,4,4,-1.33,-4,-1.66,-0.18,0.23,0.68,-0.18,-1.21,-0.49,-4,-2.79,-1.32,-3.43,0.24,0.5,-0.9,-0.53,-135.38,-26.67,611.57,260.31,314.15,106.32,-30.15,-136.35,-66.04,-18.74,-18.01,-167.97,-35.16,21.48,55.3,43.58,-325.13,130.07,95.83,43.7,-151,-882.93,-1999.82,-1961.61,-530.33,202.33,290.47,154.11,85.14,1.71,0,1,0
-4,-4,-4,-4,-4,-4,-1.58,-0.02,0.37,0.66,1.13,2.8,4,4,-4,-4,-0.39,0.38,-0.24,-0.42,-2.14,-2,-4,-4,-3.78,-2.57,-1.95,2.02,0.16,-0.97,74.52,20.08,286.62,537.9,727.42,304.57,-42.42,9.34,-98.45,-82.64,3.36,-92.53,-353.7,-370,-148.38,13.85,-247.8,-233.58,268.8,223.57,-29.54,-482.42,-1450.56,-2000,-1395.63,-293.27,276.31,231.63,94.67,149.35,0,1,0
-3.27,-4,-4,-4,-4,-3.98,0.25,1.24,0.87,0.59,2.15,4,4,1.75,-4,-3.49,0.46,0.77,0.16,-0.04,-2.14,-0.6,-4,-4,-1.5,0.88,-0.63,-0.05,-0.49,-0.64,-89.42,-39.61,987.85,27.04,82.7,164.12,187.19,-25.63,11.96,42.6,21.61,-328.98,-227.97,80.08,-75.07,1.4,-80.2,38.15,51.64,31.56,-30.33,-732.12,-1983.22,-2000,-575.99,107.42,450.2,193.48,51.64,69.76,0,1,0
-4,-4,-4,-4,-4,-3.05,0.1,0.75,0.96,0.72,2.52,4,4,-2.76,-4,-2.15,-0.54,0.21,0.32,0.12,-1.52,-2.76,-4,-2.9,-2.8,-1.94,-0.57,0.31,-0.74,-0.73,-49.93,243.47,979.8,513.43,295.29,62.19,83.19,-32.78,-27.1,-3.42,-14.95,-302.49,-225.83,216.98,234.25,129.09,-160.83,2.62,159.67,72.75,-181.64,-1088.26,-2000,-1332.15,-501.95,106.38,258.48,150.27,126.04,108.58,0,1,0
-3.68,-4,-4,-4,-4,-4,-1.17,0.27,0.5,0.29,1.85,4,4,4,-4,-2.98,-1.25,0.01,0.05,-0.23,-1.99,-1.75,-4,-2.16,-1.55,-1.46,-0.81,0.36,-0.39,-0.64,72.08,-38.51,500.12,105.1,437.74,12.94,32.71,-63.66,40.95,62.13,151.98,-110.78,-197.75,-26.25,-15.81,-10.8,-130,-39.92,24.9,38.57,84.05,-465.15,-1954.41,-2000,-956.48,-141.85,199.4,215.09,80.81,95.21,0,1,0
-4,-4,-4,-4,-4,-2.31,0.66,1.08,0.52,0.49,2.53,4,4,-2.57,-4,-1.68,0.45,0.23,-0.58,-0.51,-1.23,-2.84,-4,0.12,-0.88,-2.24,0.43,-0.14,-0.97,-0.71,-104.68,128.6,577.94,213.68,225.83,185.12,-19.41,-0.98,48.16,-12.39,-46.81,-273.8,-392.09,22.28,160.34,-64.21,-176.57,82.58,70.07,-6.71,-314.94,-1097.23,-2000,-1701.78,-596.92,133.48,268.31,17.82,-6.77,77.09,0,1,0
-3.94,-4,-4,-4,-4,-3.77,-1.15,0.01,0.5,0.22,1.67,4,4,2.53,-4,-2.68,-1.87,-0.12,0.23,-0.67,-2.1,-1.82,-4,-1.04,-0.18,0.62,-1.74,0.58,-0.34,-0.85,-9.16,106.14,424.99,-66.35,311.52,138.79,55.18,33.08,8.18,-8.3,35.89,-163.15,-407.53,-290.47,-139.77,41.14,-44.07,-145.87,62.13,63.72,-61.89,-610.9,-1838.56,-1995.67,-847.53,-250.61,72.94,158.94,42.72,-6.84,0,1,0
-4,-4,-4,-4,-4,-4,-2.1,-0.28,0.88,0.33,1.19,3.05,4,4,-3.56,-4,-1.98,-0.11,1.11,-0.25,-2.72,-1.63,-2.26,-4,-1.07,-0.64,-2.56,0.77,0.18,-0.81,119.45,-137.45,131.84,294.56,287.11,230.47,17.82,134.03,-113.22,-35.52,257.26,3.42,-141.42,-183.84,56.03,81.67,218.69,-232.18,114.62,101.93,143.55,-283.08,-1075.07,-2000,-1511.72,-379.94,41.87,308.04,54.63,-67.87,0,1,0
-4,-4,-4,-4,-4,-3.66,0.03,-0.04,0.45,0.48,1.39,4,4,3.48,-4,-4,0.34,0.92,1.01,0.44,-3.06,-1.36,-4,-2.51,4,-0.45,-4,4,-1.32,-1.42,44.25,24.66,442.08,-258.91,-246.09,411.93,62.81,-66.35,10.62,20.75,194.58,-156.86,-82.76,-312.38,-302.25,315.92,-466.13,-129.52,276.79,-51.09,226.26,-294.92,-1863.89,-1998.47,-1034.91,-89.6,228.52,218.14,67.02,-58.72,0,1,0
-4,-4,-4,-4,-4,-4,-2.1,-0.08,0.48,0.41,1.56,4,4,3.96,-3.3,-4,-1.44,-0.25,-0.03,-0.15,-2.52,-3.13,-4,-3.99,1.05,1.26,-1.32,0.38,0.26,-0.41,187.44,-4.39,281.25,97.23,153.93,38.33,245.54,58.35,-96.92,-54.14,341.31,-46.63,-415.16,-224.12,-216.25,8.06,-149.84,-133.79,61.95,155.27,138,-416.32,-1871.7,-2000,-953.55,-436.83,103.21,208.37,150.51,93.93,0,1,0
-4,-4,-4,-4,-4,-0.96,0.7,0.39,0.33,0.41,2.48,4,4,-4,-4,-1.12,0.35,-0.51,-1.28,-0.26,-0.86,-4,-4,-2.02,-1.12,-1,0.94,-0.86,-1.37,-0.71,-53.22,388.31,487.18,531.07,208.19,45.53,22.46,1.65,0.98,-41.02,-251.28,-539.43,-284.79,-41.69,-17.7,-73.06,-118.59,174.93,98.21,-30.33,-757.39,-1607.18,-2000,-1017.58,-318.73,161.01,154.97,5.13,109.5,225.4,0,1,0
-4,-4,-4,-4,-4,-4,-1.16,1.15,0.96,0.59,1.4,3.48,4,4,-3.52,-4,0.19,1.44,0.25,-0.44,-2.58,-3.5,-2.43,-4,-0.93,2.13,1.1,0.64,-0.56,-0.64,154.05,-4.88,569.46,567.14,-97.6,-175.72,195.13,126.16,22.34,-14.28,153.75,-119.69,-325.93,248.96,3.3,-186.83,-186.28,-8.85,156.98,88.26,-114.99,-520.02,-1631.53,-2000,-1283.57,-311.58,315.43,297.36,88.99,120.61,0,1,0
-3.83,-4,-4,-4,-4,-4,-1.79,0.84,1.25,0.64,0.73,3.13,4,4,-3.53,-4,-1.46,0.77,0.43,-0.22,-3.44,-3.43,-4,-4,-0.28,3.01,-0.87,-1.05,-0.03,-0.15,129.82,58.9,449.52,441.71,202.82,-7.81,296.33,47,-64.15,25.76,120,-160.64,-306.09,-399.35,-307.19,33.33,92.83,-165.53,44.07,42.54,-51.94,-479.98,-1386.23,-2000,-1121.03,-444.58,109.68,256.1,94.3,24.72,0,1,0
-3.51,-4,-4,-4,-4,-4,-1.79,0,0.82,0.27,0.72,3.67,4,4,-3.34,-4,-2.22,0.4,0.17,-0.85,-2.95,-2.14,-4,-4,-1.71,-0.54,-2.71,0.95,0.36,-0.84,76.6,-56.21,372.5,361.51,366.09,185.67,107.91,-18.13,-84.29,-64.51,266.24,45.29,-107.06,-171.39,-155.94,145.63,-14.4,-254.94,156.19,234.07,35.46,-422.61,-1511.29,-2000,-1500.85,-380.37,75.74,309.81,116.46,37.78,0,1,0
-3.97,-4,-4,-4,-4,-4,-0.38,0.52,0.38,0.33,1.15,4,4,4,-4,-3.9,0.75,0.22,-0.8,-0.53,-2.98,-1.68,-3.77,-3.63,-4,-2.08,0.8,1.41,-1.24,-1,59.02,-104.74,409.24,525.09,638.85,-330.75,-37.17,-10.13,-17.03,-0.67,135.99,-171.87,-214.6,35.77,270.02,36.99,-316.16,150.94,202.21,64.39,-12.51,-558.9,-1550.48,-2000,-1168.4,75.32,331.36,72.88,36.68,112.98,0,1,0
-3.99,-4,-4,-4,-4,-2.99,-0.71,0.71,0.64,0.4,1.73,4,4,2.17,-4,-3.13,-0.59,0.38,-0.24,-0.21,-2.4,-0.72,-4,-4,-4,1.21,1.09,-0.19,-0.87,-0.51,-0.49,-144.29,539.37,149.66,322.2,-246.09,126.28,77.51,-48.16,11.23,140.99,-139.4,96.86,246.77,-62.68,-50.66,-100.1,127.75,138.43,33.26,37.9,-571.04,-1954.77,-2000,-586.18,-30.46,233.34,138.12,47.85,121.09,0,1,0
-4,-4,-4,-4,-4,-3.75,-0.69,0.38,0.77,0.7,1.32,4,4,2.57,-4,-4,-0.51,0.5,-0.21,0.09,-2.31,-0.81,-4,-3.98,-3.73,-2.45,0.34,1.29,-0.52,-0.75,21.42,-56.03,758.97,217.71,745.73,17.94,-84.23,-81.54,-78.37,-39.67,-58.23,-123.05,-120.3,261.05,-14.22,70.86,-313.72,7.93,253.85,81.24,-119.93,-715.7,-1919.01,-2000,-907.04,18.43,271.55,224.18,97.6,99.61,0,1,0
-4,-4,-4,-4,-4,-4,-1.52,0.39,0.47,0.51,1.35,3.92,4,4,-4,-4,-0.68,0.32,-0.08,-0.46,-2.6,-1.72,-4,-4,-3.14,0.48,0.91,0.98,-0.79,-1.06,65.12,-43.15,510.31,322.33,547,-224.79,50.6,116.58,30.33,27.53,174.56,-15.32,-155.82,44.07,-100.89,-16.11,-138.06,-9.58,187.74,97.05,30.52,-567.26,-1781.98,-2000,-981.45,-331.6,202.7,205.14,78.25,115.42,0,1,0
-3.6,-4,-4,-4,-4,-4,-3.35,-0.83,0.68,0.62,1.29,3.95,4,4,-2.57,-3.65,-1.56,-0.74,0.24,-0.21,-2.35,-2.07,-1.7,-4,-3.35,-2.76,-0.78,1.86,-0.1,-0.54,137.39,3.91,338.01,729.92,239.14,-139.1,-208.07,63.72,11.6,31.49,164.73,-173.95,-256.29,287.11,250.61,130.07,-96.25,-280.4,141.3,82.89,77.82,-369.32,-1545.35,-2000,-1460.63,-451.17,169.43,346.25,146.06,95.76,0,1,0
-3.61,-4,-4,-4,-4,-3.13,-0.74,1.02,0.98,0.71,2.44,4,4,-0.7,-4,-2.66,-0.57,0.89,-0.36,-0.41,-1.86,-0.35,-4,-1.66,-2.7,-2.17,0.42,0.13,-0.96,-0.57,-97.23,63.9,748.72,90.09,256.77,-151.43,95.95,-76.78,-54.38,-17.09,43.88,-155.09,99.12,207.76,217.1,95.58,-341.25,114.44,152.34,10.99,-116.64,-940.73,-2000,-1873.72,-729,68.12,266.91,170.65,22.46,46.33,0,1,0
-3.58,-4,-4,-4,-4,-4,-0.76,0.69,1.02,0.58,3.07,4,4,0.98,-4,-2.3,-0.7,0.08,0.1,-0.08,-0.94,-0.21,-4,-3.36,-3.66,-1.52,-0.11,0.61,-0.81,-0.86,-158.45,-64.51,635.56,188.11,330.32,-180.97,88.44,-135.01,-38.02,13.61,33.69,-22.28,160.58,386.84,158.2,41.32,-402.53,109.8,138.43,45.1,-86.91,-830.44,-1947.81,-1959.17,-778.81,116.15,333.19,115.91,85.45,2.69,0,1,0
-4,-4,-4,-4,-4,-2.07,-0.16,1.03,0.92,0.55,3.42,4,4,-3.96,-4,-1.51,-0.48,0.5,0.22,-0.23,0.1,-2.03,-4,-1.22,-1.67,-1.57,0.46,0.41,-0.67,-0.73,-240.91,230.47,332.52,420.72,-4.88,-81.97,122.44,-49.01,15.75,55.24,-132.75,-30.46,19.9,-44.43,230.65,22.09,-226.07,127.93,101.01,81.73,-430.66,-1223.33,-2000,-1499.51,-533.87,157.78,287.72,139.04,56.15,32.71,0,1,0
-4,-4,-4,-4,-4,-1.55,0.08,0.32,0.2,0.28,2.43,4,4,-4,-4,-1.33,-0.09,-0.81,-0.67,-0.48,-1.23,-1.36,-4,0.69,-0.68,-2.61,0.15,0.3,-0.98,-0.56,-78.37,192.93,529.05,-298.77,383.79,51.27,111.51,-26.25,-28.93,-31.13,-26.18,-115.23,170.96,96.07,-132.39,85.39,-286.44,46.57,74.89,-4.21,-228.52,-893.68,-2000,-1600.52,-434.57,95.64,107.3,25.76,31.07,52.98,0,1,0
-4,-4,-4,-4,-4,-2.11,-0.25,0.62,0.42,0.28,2.73,4,4,-4,-2.9,-2.02,-0.58,0.24,-0.52,-0.4,-0.67,-1.31,-4,0.8,-3.14,-0.28,-0.23,0.01,-0.55,-0.21,-147.03,46.75,624.69,-84.11,287.9,66.89,46.2,-3.6,5.8,3.85,-42.66,-115.36,-52.19,-2.44,9.95,-7.14,-159.67,49.8,48.1,-12.94,-239.93,-1061.22,-2000,-1876.65,-338.62,3.66,257.45,34,-6.59,43.7,0,1,0
-4,-4,-4,-4,-4,-4,-0.16,1.09,0.66,0.64,0.71,2.76,4,2.23,-4,-4,-0.89,0.43,-0.27,-0.59,-2.78,-2.08,-4,-3.99,-2.32,-0.38,-0.66,0.16,-0.47,-1,7.39,-85.27,791.38,81.79,757.51,-58.65,-13.24,-5.74,-10.19,-35.03,64.88,-255.19,-151.67,166.08,-298.46,62.93,-39.67,0.37,73.73,83.92,-155.52,-696.72,-1866.94,-2000,-540.28,-132.2,209.78,123.96,11.23,58.9,0,1,0
-4,-4,-4,-4,-4,-2.42,-0.01,0.62,0.37,0.2,2.15,4,4,-4,-4,-0.8,0.13,0.06,-0.89,-0.53,-1.72,-1.38,-4,-1.29,-1.6,0.82,1.45,-0.78,-1.47,-0.89,-126.22,49.38,563.35,77.82,20.75,-104,146.91,73,42.05,3.85,15.5,-161.5,46.2,-38.7,-119.26,-61.95,-14.1,205.75,128.48,15.63,-268.55,-1114.99,-2000,-1779.36,-506.53,216.06,175.78,53.28,72.02,230.22,0,1,0
-4,-4,-4,-4,-4,-2.81,0.53,0.69,0.97,1,2.34,4,4,-3.21,-4,-2.33,0.16,0,-0.04,0.38,-1.08,-1.61,-4,-0.25,0.19,-0.34,0.05,-0.03,-0.85,-0.64,-132.87,183.04,677.92,-61.58,0.67,158.69,133,-0.43,10.99,-22.09,-64.21,-243.84,179.69,-8.54,-66.65,138.24,-125.79,144.53,87.95,27.1,-307.68,-1291.32,-2000,-1553.04,-662.17,114.32,342.16,197.14,189.45,140.62,0,1,0
-4,-4,-4,-4,-4,-4,-0.72,1.14,0.91,0.58,0.65,4,4,4,-4,-3.36,-0.1,0.37,-0.33,-0.18,-3.32,-2.16,-4,-3.99,-3.57,1.3,1.93,-1.14,-0.8,-0.19,109.56,-159.97,643.62,-61.34,198.3,-137.51,121.28,84.17,6.65,-31.68,254.27,-75.5,127.75,441.28,-253.91,-86.18,-83.74,149.54,33.51,15.26,-41.38,-583.19,-1983.52,-2000,-775.27,-4.88,201.6,82.4,37.66,78.25,0,1,0
-4,-4,-4,-4,-4,-2.68,0.1,0.79,0.44,0.4,2.23,4,4,-3.22,-4,-1.59,-0.35,-0.24,-0.7,-0.21,-1.01,-1.96,-4,-3.16,-3.82,-0.2,2.23,-1.53,-0.87,0.09,-117.13,120.24,625.37,277.53,216.8,-214.78,86.18,31.8,-6.71,-28.26,-47.12,-103.21,-37.66,91.98,79.47,-100.46,-106.75,150.63,-28.38,-1.77,-288.21,-1080.75,-2000,-1824.89,-579.59,173.95,107.06,-23.44,34.06,91.43,0,1,0
-3.99,-4,-4,-4,-4,-4,-2.16,0.7,0.77,0.37,1.41,4,4,3.51,-4,-3.23,-1.5,0.59,-0.51,-0.53,-2.27,-1.99,-4,-4,-2.33,-0.17,-0.13,0.93,-0.6,-0.72,-26.43,-60.12,496.22,388.55,237.06,15.32,113.95,15.2,6.84,17.82,178.47,-44.98,-149.05,217.29,1.59,-0.43,-182.43,-10.25,159.48,46.88,-23.19,-616.33,-1970.15,-1999.94,-909.67,-170.9,199.1,166.75,-13.37,20.2,0,1,0
-4,-4,-4,-2.55,-0.38,-0.54,-0.51,-0.82,-0.75,-0.79,-2.22,1.45,4,4,3.8,2.03,2.03,1.45,1.27,1.17,-0.97,-0.6,-2.51,-2.8,-1.46,0.25,0.39,-0.22,-0.72,-0.56,160.46,181.58,757.51,640.01,-229.19,13.43,8.3,113.34,93.26,15.14,710.21,430.6,432.56,-187.62,24.23,-86,-18.37,49.56,23.13,13.18,552.92,1034.67,550.35,520.2,196.29,101.2,102.23,-18.68,-17.03,-41.5,1,0,0
-3.4,-4,-4,-4,-4,-0.07,-1.17,-0.56,-0.58,-1.03,-2.87,-3.22,0.35,4,4,4,-0.64,2.58,1.55,0.76,2.2,3.58,3.88,4,-2.87,-2.6,-0.29,0.06,-0.29,-0.29,64.94,323.43,569.15,454.16,661.62,72.63,36.13,84.23,32.17,25.21,360.72,432.13,289.31,113.89,158.2,1.22,-182.07,-99.61,42.79,39,173.77,446.23,1035.52,1167.72,304.99,64.7,41.38,72.81,-98.82,-131.29,1,0,0
-3.23,-4,-4,-4,-4,-1.98,-1,-0.71,-0.95,-1.05,-2.18,-2.19,-1.8,-1.26,4,4,3.88,2.07,1.58,1,1.97,2.53,-0.52,-3.9,-4,-4,-1.13,0.77,0.42,-0.31,-143.8,-177.73,-57.8,243.84,859.31,554.38,-213.38,46.88,56.03,117.49,470.28,991.21,1375.37,970.52,522.64,-159.42,-176.64,-154.17,-9.77,34,0.12,82.64,220.21,590.64,892.76,541.14,223.94,120.91,75.62,46.08,1,0,0
-4,-4,-0.78,-0.9,-0.37,-0.11,-0.2,-0.34,-0.67,-0.84,1.07,4,4,1.14,2.34,2.45,1.72,1.69,1.8,1.79,-3.09,-4,-4,-1.48,-0.69,-0.57,-0.39,-0.83,-0.89,-0.63,527.65,648.62,587.59,-241.58,157.9,60.3,78.49,147.22,69.46,63.6,718.2,504.21,-50.84,95.76,-61.1,-5.07,20.2,61.16,11.23,-48.77,591.31,763.85,330.93,149.29,171.26,149.6,68.66,-5.98,-53.59,-85.21,1,0,0
-4,-4,-4,-1.32,-1.42,0.12,-0.36,-0.81,-0.91,-1.21,2.34,4,4,4,2.36,4,2.35,1.67,2.02,1.99,1.33,4,2.85,-3.73,-0.77,0.58,-0.08,-0.68,-0.33,-0.56,585.94,629.94,329.53,352.78,44.19,14.65,48.77,2.26,-12.63,-15.26,153.99,-151.67,130.25,-84.41,-51.76,-68.24,18.01,27.47,22.03,-10.62,777.53,1148.38,1089.54,-255.55,302.98,189.27,-72.94,-41.81,-79.83,-152.47,1,0,0
-4,-4,-4,-2.51,-1.9,-0.45,-0.98,-0.94,-0.79,-0.77,-3.23,0.98,4,3.09,1.83,4,1.67,1.4,1.64,1.66,-1.88,-0.35,-3.76,-2.69,0.41,1,0.46,-0.43,-0.24,-0.05,-471.68,901.12,889.04,-202.03,36.01,66.16,83.19,145.94,43.82,53.34,1407.1,381.96,65.31,-149.96,-108.34,-88.5,64.09,11.66,19.71,5.55,-5.86,370.24,1211.3,-100.59,309.27,195.92,-65.55,-17.03,-44.07,-83.31,1,0,0
-4,-4,-4,-1.92,-1.06,-0.06,-0.08,-0.25,-0.73,-0.87,2.06,4,4,4,2.08,3.12,2.69,2.18,1.77,1.73,1.33,0.78,-1.36,-3.92,0.25,0,-0.23,-0.55,-0.84,-0.36,594.97,295.1,686.83,388.98,-327.09,164.61,53.71,-1.04,50.66,16.66,570.01,570.13,348.14,-121.83,-57.5,-46.33,7.39,73.61,72.14,13.18,865.3,1234.68,920.29,61.4,272.95,154.48,54.02,-42.11,-109.5,-109.92,1,0,0
-4,-4,-4,-4,-3.17,-2.21,-0.21,-0.09,-0.52,-0.36,-2.53,-1.94,0.72,4,4,1.07,2.7,2.3,1.8,2.07,1.38,1.12,1.85,1.07,-2.46,-2.1,-0.26,-0.35,-1.01,-0.72,251.22,373.05,381.23,113.16,400.94,77.51,56.7,70.43,21.12,44.31,195.56,304.99,95.15,296.08,136.17,17.88,-21.73,10.07,62.07,-0.18,327.33,690,998.35,1066.77,200.2,53.89,148.38,9.64,-15.56,-73.91,1,0,0
-4,-4,-4,-2.03,-1.3,-0.37,-0.34,-0.62,-0.83,-1.04,1.32,2.96,4,2.18,1.57,3.44,1.94,1.34,1.66,1.72,-2.42,-2.51,-1.45,-2.52,-0.91,-0.55,-0.32,-0.91,-0.93,-0.86,-64.39,55.6,762.51,14.95,49.93,66.35,54.44,102.36,103.64,113.77,1041.44,473.33,114.44,-32.71,-30.52,-84.72,-38.02,13,-44.07,-52.98,998.9,832.89,641.72,-13.67,210.08,163.27,-40.28,-62.44,-97.9,-185.3,1,0,0
-4,-4,-4,-1.16,-1.22,-0.08,-0.31,-0.43,-0.42,-0.89,-4,1.06,4,4,1,2.72,1.51,0.95,1.63,1.55,-2.07,-1.32,-4,-4,-2.57,-1.88,-1.04,-1.06,-1.18,-1.05,-230.65,640.14,572.39,173.71,-122.13,142.76,-22.95,90.15,225.65,150.7,1284.79,513.43,552.98,46.2,102.11,-69.46,-29.11,-32.17,-89.11,-86.98,53.16,498.78,749.33,82.52,163.39,126.28,41.02,5.31,-62.44,-131.47,1,0,0
-4,-4,-4,-2.03,-2.17,-1.21,-0.48,-0.62,-0.49,-0.66,-1.35,0.24,4,4,0.54,3.27,2.84,1.54,1.77,1.61,-2.25,-2.84,-2.63,-2.94,-2.66,-0.69,-0.33,-1,-1,-0.82,-58.11,-0.79,623.23,196.29,117.86,75.38,61.04,120.42,82.7,83.86,1185.97,1149.48,400.21,135.5,55.97,-142.76,-21.48,-5.07,-1.65,-27.4,467.47,661.74,782.04,378.36,106.81,312.93,95.28,17.88,-0.92,-60.06,1,0,0
